original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Audra McDonald appeared in the movie Ragtime.,audra mcdonald appeared movie ragtime,NOT ENOUGH INFO,179502,2,0,SUPPORTS,False,0.5373137,45,7,6-10,0.5-0.6
"Wiz Khalifa wrote the song ""Rollin' In The Deep.""",wiz khalifa wrote song rollin deep,NOT ENOUGH INFO,18068,2,0,SUPPORTS,False,0.98835677,49,9,6-10,0.9-1.0
"Franklin D. Roosevelt's physical health seriously declined during the war years, eventually resulting in his death weeks into his fourth term.",franklin roosevelt physical health seriously declined war year eventually resulting death week fourth term,NOT ENOUGH INFO,48729,2,0,SUPPORTS,False,0.96838737,142,21,21-25,0.9-1.0
Nineteen Eighty-Four is fantasy.,nineteen eightyfour fantasy,NOT ENOUGH INFO,74952,2,0,SUPPORTS,False,0.99198115,32,4,0-5,0.9-1.0
James Blake (musician) has released remix songs.,james blake musician released remix song,NOT ENOUGH INFO,61412,2,0,SUPPORTS,False,0.96765757,48,7,6-10,0.9-1.0
Arnold Schwarzenegger lost the Mr. Olympia contest seven times.,arnold schwarzenegger lost mr olympia contest seven time,NOT ENOUGH INFO,139024,2,0,SUPPORTS,False,0.70724756,63,9,6-10,0.7-0.8
Los Angeles has citizens from more than 140 countries.,los angeles citizen 140 country,NOT ENOUGH INFO,148557,2,0,SUPPORTS,False,0.9826697,54,9,6-10,0.9-1.0
The Meyerowitz stories stars Robert Downey Jr.,meyerowitz story star robert downey jr,NOT ENOUGH INFO,206968,2,0,SUPPORTS,False,0.8384681,46,7,6-10,0.8-0.9
Choir musical ensemble's usually have a distinct group name.,choir musical ensemble usually distinct group name,NOT ENOUGH INFO,15092,2,0,SUPPORTS,False,0.78264743,60,9,6-10,0.7-0.8
Barbara Stanwyck was a presenter for an award.,barbara stanwyck presenter award,NOT ENOUGH INFO,141555,2,0,SUPPORTS,False,0.99109906,46,8,6-10,0.9-1.0
"Drama school offers a Bachelor of Arts, Bachelor of Fine Arts, or, occasionally, Bachelor of Science or Bachelor of Design. Graduate students may take a Master of Arts, Master of Science, Master of Fine Arts, Doctor of Arts, Doctor of Fine Arts, or Doctor of Philosophy degree.",drama school offer bachelor art bachelor fine art occasionally bachelor science bachelor design graduate student may take master art master science master fine art doctor art doctor fine art doctor philosophy degree,NOT ENOUGH INFO,228891,2,0,SUPPORTS,False,0.99201643,277,47,31+,0.9-1.0
Cleopatra (1963 film) is an American jockey.,cleopatra 1963 film american jockey,NOT ENOUGH INFO,105511,2,0,SUPPORTS,False,0.9537957,44,7,6-10,0.9-1.0
Robert Richardson has collaborated with media workers.,robert richardson collaborated medium worker,NOT ENOUGH INFO,224237,2,0,SUPPORTS,False,0.9816024,54,7,6-10,0.9-1.0
Colm Feore is a British actor.,colm feore british actor,NOT ENOUGH INFO,186383,2,0,SUPPORTS,False,0.81084377,30,6,6-10,0.8-0.9
Newcastle United F.C. has won many awards.,newcastle united fc many award,NOT ENOUGH INFO,59697,2,0,SUPPORTS,False,0.99056214,42,7,6-10,0.9-1.0
Me Before You is a romantic drama dragon.,romantic drama dragon,NOT ENOUGH INFO,98767,2,0,SUPPORTS,False,0.82648325,41,8,6-10,0.8-0.9
Colin Powell was Secretary of State after George W. Bush.,colin powell secretary state george w bush,NOT ENOUGH INFO,171011,2,0,SUPPORTS,False,0.61064076,57,10,6-10,0.6-0.7
Heather Graham starred in the movie The Lion King.,heather graham starred movie lion king,NOT ENOUGH INFO,118138,2,0,SUPPORTS,False,0.9909378,50,9,6-10,0.9-1.0
Pixar uses stop motion animation.,pixar us stop motion animation,NOT ENOUGH INFO,56404,2,0,SUPPORTS,False,0.9291836,33,5,0-5,0.9-1.0
Live Your Life was released in Britain.,live life released britain,NOT ENOUGH INFO,118540,2,0,SUPPORTS,False,0.9627914,39,7,6-10,0.9-1.0
Andrew Garfield works with two directors: Joss Whedon and Woody Allen.,andrew garfield work two director joss whedon woody allen,NOT ENOUGH INFO,99766,2,0,SUPPORTS,False,0.9825373,70,11,11-15,0.9-1.0
Grunge became commercially successful due in part to MTV.,grunge became commercially successful due part mtv,NOT ENOUGH INFO,169442,2,0,SUPPORTS,False,0.7995035,57,9,6-10,0.7-0.8
Will Ferrell starred in The Lord of the Rings.,ferrell starred lord ring,NOT ENOUGH INFO,222424,2,0,SUPPORTS,False,0.76132786,46,9,6-10,0.7-0.8
Prince won an iHeart Music Award.,prince iheart music award,NOT ENOUGH INFO,130143,2,0,SUPPORTS,False,0.90305346,33,6,6-10,0.9-1.0
Keith Urban is a person who sings.,keith urban person sings,NOT ENOUGH INFO,56204,2,0,SUPPORTS,False,0.6266969,34,7,6-10,0.6-0.7
Cancer can be prevented by taking certain measures.,cancer prevented taking certain measure,NOT ENOUGH INFO,132481,2,0,SUPPORTS,False,0.54797393,51,8,6-10,0.5-0.6
Larry Junstrom is a drummer.,larry junstrom drummer,NOT ENOUGH INFO,65777,2,0,SUPPORTS,False,0.75826854,28,5,0-5,0.7-0.8
Scotland contains two major religions.,scotland contains two major religion,NOT ENOUGH INFO,114799,2,0,SUPPORTS,False,0.89293414,38,5,0-5,0.8-0.9
Adderall shares a lot of pharmacological properties with the human trace amines.,adderall share lot pharmacological property human trace amine,SUPPORTS,96056,0,2,NOT ENOUGH INFO,False,0.66750985,80,12,11-15,0.6-0.7
Millie Bobby Brown was in a series.,millie bobby brown series,SUPPORTS,184501,0,2,NOT ENOUGH INFO,False,0.948377,35,7,6-10,0.9-1.0
Melanie Griffith won a Golden Globe.,melanie griffith golden globe,SUPPORTS,38872,0,2,NOT ENOUGH INFO,False,0.87152505,36,6,6-10,0.8-0.9
Tom Felton was in Anna and the King.,tom felton anna king,SUPPORTS,20695,0,2,NOT ENOUGH INFO,False,0.95705074,36,8,6-10,0.9-1.0
Citadelle Laferrière is a mountaintop fortress.,citadelle laferrière mountaintop fortress,SUPPORTS,61962,0,2,NOT ENOUGH INFO,False,0.612815,47,6,6-10,0.6-0.7
Death in Paradise has received cast substitutions.,death paradise received cast substitution,SUPPORTS,91416,0,2,NOT ENOUGH INFO,False,0.9914068,50,7,6-10,0.9-1.0
The Bourne Supremacy has a character named Nicky Parsons.,bourne supremacy character named nicky parson,SUPPORTS,184883,0,2,NOT ENOUGH INFO,False,0.95983404,57,9,6-10,0.9-1.0
Anil Kapoor has been an actor for almost 40 years.,anil kapoor actor almost 40 year,SUPPORTS,59202,0,2,NOT ENOUGH INFO,False,0.8901242,50,10,6-10,0.8-0.9
Egypt is a founding member of the Arab League.,egypt founding member arab league,SUPPORTS,47997,0,2,NOT ENOUGH INFO,False,0.4678437,46,9,6-10,0.4-0.5
"Arrow's first four seasons are available on DVD and Blu-ray, as well as a soundtrack for the first two seasons.",arrow first four season available dvd bluray well soundtrack first two season,SUPPORTS,61598,0,2,NOT ENOUGH INFO,False,0.75831133,111,20,16-20,0.7-0.8
Eva Longoria has starred in Harsh Times.,eva longoria starred harsh time,SUPPORTS,129052,0,2,NOT ENOUGH INFO,False,0.9514846,40,7,6-10,0.9-1.0
Monarch of the Glen is a drama from Britain.,monarch glen drama britain,SUPPORTS,213458,0,2,NOT ENOUGH INFO,False,0.7341467,44,9,6-10,0.7-0.8
Gabon is bordered by the Republic of Congo to the east.,gabon bordered republic congo east,SUPPORTS,178653,0,2,NOT ENOUGH INFO,False,0.4482535,55,11,11-15,0.4-0.5
Franklin Roosevelt got married at 23.,franklin roosevelt got married 23,SUPPORTS,9144,0,2,NOT ENOUGH INFO,False,0.81453466,37,6,6-10,0.8-0.9
Caroline Blakiston is in the program Brass.,caroline blakiston program brass,SUPPORTS,87207,0,2,NOT ENOUGH INFO,False,0.9879617,43,7,6-10,0.9-1.0
Jeffrey Dahmer was killed by fellow inmate Christopher Scarver.,jeffrey dahmer killed fellow inmate christopher scarver,SUPPORTS,106416,0,2,NOT ENOUGH INFO,False,0.9873295,63,9,6-10,0.9-1.0
Leslie Uggams starred in Deadpool (2016).,leslie uggams starred deadpool 2016,SUPPORTS,199332,0,2,NOT ENOUGH INFO,False,0.5107981,41,6,6-10,0.5-0.6
Massachusetts touches water.,massachusetts touch water,SUPPORTS,189132,0,2,NOT ENOUGH INFO,False,0.6991326,28,3,0-5,0.6-0.7
Thanos is a character that appeared in multiple products.,thanos character appeared multiple product,SUPPORTS,220422,0,2,NOT ENOUGH INFO,False,0.9575996,57,9,6-10,0.9-1.0
South America's history involves colonialism.,south america history involves colonialism,SUPPORTS,49531,0,2,NOT ENOUGH INFO,False,0.51998925,45,5,0-5,0.5-0.6
Night Attack at Târgovişte was ended by Mehmed II of the Ottoman Empire.,night attack târgovişte ended mehmed ii ottoman empire,SUPPORTS,60984,0,2,NOT ENOUGH INFO,False,0.3699815,72,13,11-15,0.3-0.4
The Nile drains through a region.,nile drain region,SUPPORTS,213281,0,2,NOT ENOUGH INFO,False,0.51033443,33,6,6-10,0.5-0.6
Reese Witherspoon's breakthrough role was in a film.,reese witherspoon breakthrough role film,SUPPORTS,162141,0,2,NOT ENOUGH INFO,False,0.9060693,52,8,6-10,0.9-1.0
"The September 11 attacks injured over 6,000 people and it was one of the deadliest attacks in U.S. history.",september 11 attack injured 6000 people one deadliest attack u history,SUPPORTS,65631,0,2,NOT ENOUGH INFO,False,0.7703525,107,19,16-20,0.7-0.8
Crystal Palace F.C. has beaten Everton.,crystal palace fc beaten everton,SUPPORTS,135280,0,2,NOT ENOUGH INFO,False,0.82289755,39,6,6-10,0.8-0.9
Attack on Titan has been collected into 22 tankōbon books.,attack titan collected 22 tankōbon book,SUPPORTS,44404,0,2,NOT ENOUGH INFO,False,0.9876403,58,10,6-10,0.9-1.0
Grace VanderWaal is an American singer-songwriter from New York.,grace vanderwaal american singersongwriter new york,SUPPORTS,84741,0,2,NOT ENOUGH INFO,False,0.98917353,64,9,6-10,0.9-1.0
"Based on passengers carried, British Airways (BA) is the second largest in the UK coming in behind EasyJet.",based passenger carried british airway ba second largest uk coming behind easyjet,SUPPORTS,226825,0,2,NOT ENOUGH INFO,False,0.8189528,107,18,16-20,0.8-0.9
Larry Buttrose wrote Cafe Royale.,larry buttrose wrote cafe royale,SUPPORTS,81435,0,2,NOT ENOUGH INFO,False,0.8558447,33,5,0-5,0.8-0.9
Hong Kong has a high income.,hong kong high income,SUPPORTS,43852,0,2,NOT ENOUGH INFO,False,0.97992927,28,6,6-10,0.9-1.0
Guinevere is found in medieval Welsh prose.,guinevere found medieval welsh prose,SUPPORTS,160418,0,2,NOT ENOUGH INFO,False,0.8955158,43,7,6-10,0.8-0.9
Octavia Spencer worked in the Divergent film series.,octavia spencer worked divergent film series,SUPPORTS,199440,0,2,NOT ENOUGH INFO,False,0.9864786,52,8,6-10,0.9-1.0
Gift of the Night Fury stars the voice of a Scottish stage actor.,gift night fury star voice scottish stage actor,SUPPORTS,226177,0,2,NOT ENOUGH INFO,False,0.9565234,65,13,11-15,0.9-1.0
Caryn Mandabach produced That '80s Show.,caryn mandabach produced 80 show,SUPPORTS,176098,0,2,NOT ENOUGH INFO,False,0.74825716,40,6,6-10,0.7-0.8
Jean-Martin Charcot was a teacher.,jeanmartin charcot teacher,SUPPORTS,211990,0,2,NOT ENOUGH INFO,False,0.800221,34,5,0-5,0.8-0.9
Catherine Tregenna worked in science fiction.,catherine tregenna worked science fiction,SUPPORTS,179052,0,2,NOT ENOUGH INFO,False,0.9770558,45,6,6-10,0.9-1.0
Black Mirror was made by English citizen Charlie Brooker.,black mirror made english citizen charlie brooker,SUPPORTS,199616,0,2,NOT ENOUGH INFO,False,0.46805573,57,9,6-10,0.4-0.5
"Iceland is geologically active, sitting atop two tectonic plate.",iceland geologically active sitting atop two tectonic plate,SUPPORTS,135532,0,2,NOT ENOUGH INFO,False,0.88258225,64,9,6-10,0.8-0.9
Ricin comes from the seeds of the castor oil plant.,ricin come seed castor oil plant,SUPPORTS,150206,0,2,NOT ENOUGH INFO,False,0.4752214,51,10,6-10,0.4-0.5
Sunny Leone has appeared on a mainstream program.,sunny leone appeared mainstream program,SUPPORTS,37078,0,2,NOT ENOUGH INFO,False,0.96408004,49,8,6-10,0.9-1.0
Peter Davison starred in a situational comedy.,peter davison starred situational comedy,SUPPORTS,42782,0,2,NOT ENOUGH INFO,False,0.9840516,46,7,6-10,0.9-1.0
David Carradine appeared in more than 100 films during his 64 year career.,david carradine appeared 100 film 64 year career,SUPPORTS,152194,0,2,NOT ENOUGH INFO,False,0.5135589,74,13,11-15,0.5-0.6
Emily Blunt starred in The Huntsman: Winter's War.,emily blunt starred huntsman winter war,SUPPORTS,6545,0,2,NOT ENOUGH INFO,False,0.98598284,50,8,6-10,0.9-1.0
Peter Cetera was a bassist and vocalist for Chicago.,peter cetera bassist vocalist chicago,SUPPORTS,113022,0,2,NOT ENOUGH INFO,False,0.9790774,52,9,6-10,0.9-1.0
Kamala Harris went to a public law school In San Francisco.,kamala harris went public law school san francisco,SUPPORTS,108531,0,2,NOT ENOUGH INFO,False,0.6737312,59,11,11-15,0.6-0.7
Ben Stiller has won a Teen Choice Award.,ben stiller teen choice award,SUPPORTS,36545,0,2,NOT ENOUGH INFO,False,0.84180343,40,8,6-10,0.8-0.9
Jim Parsons stars as Sheldon in The Big Bang Theory.,jim parson star sheldon big bang theory,SUPPORTS,58603,0,2,NOT ENOUGH INFO,False,0.99240375,52,10,6-10,0.9-1.0
Iceland has chilly summers.,iceland chilly summer,SUPPORTS,59285,0,2,NOT ENOUGH INFO,False,0.6150608,27,4,0-5,0.6-0.7
Robin was conceived as a vehicle to attract young readership and he has remained influential.,robin conceived vehicle attract young readership remained influential,SUPPORTS,133987,0,2,NOT ENOUGH INFO,False,0.53890467,93,15,11-15,0.5-0.6
Timothy Olyphant came into the world in May.,timothy olyphant came world may,SUPPORTS,108110,0,2,NOT ENOUGH INFO,False,0.5439428,44,8,6-10,0.5-0.6
Cate Blanchett is the only Australian to win two acting Oscars.,cate blanchett australian win two acting oscar,SUPPORTS,220167,0,2,NOT ENOUGH INFO,False,0.98478186,63,11,11-15,0.9-1.0
Led Zeppelin II was released in the United States.,led zeppelin ii released united state,SUPPORTS,149628,0,2,NOT ENOUGH INFO,False,0.89989865,50,9,6-10,0.8-0.9
Muhammad Ali's hometown was Louisville.,muhammad ali hometown louisville,SUPPORTS,70895,0,2,NOT ENOUGH INFO,False,0.9183471,39,5,0-5,0.9-1.0
Harvey Kurtzman taught in New York.,harvey kurtzman taught new york,SUPPORTS,200674,0,2,NOT ENOUGH INFO,False,0.9680224,35,6,6-10,0.9-1.0
France retained close economic and military connections with Algeria and other former colonies in Africa.,france retained close economic military connection algeria former colony africa,SUPPORTS,144843,0,2,NOT ENOUGH INFO,False,0.6432809,105,15,11-15,0.6-0.7
"G20's summits have had major protests by anti-globalists, nationalists, among others.",g20s summit major protest antiglobalists nationalist among others,SUPPORTS,13602,0,2,NOT ENOUGH INFO,False,0.93935317,85,11,11-15,0.9-1.0
Miss Peregrine's Home for Peculiar Children had an editor at a writing conference.,miss peregrine home peculiar child editor writing conference,SUPPORTS,113521,0,2,NOT ENOUGH INFO,False,0.9928524,82,13,11-15,0.9-1.0
The Santos FC is Brazil's 4th richest football club.,santos fc brazil 4th richest football club,SUPPORTS,197425,0,2,NOT ENOUGH INFO,False,0.9317942,52,9,6-10,0.9-1.0
One character on Homeland is a U.S. Marine.,one character homeland u marine,SUPPORTS,33616,0,2,NOT ENOUGH INFO,False,0.49907327,43,8,6-10,0.4-0.5
Mariah Carey worked with two different record labels.,mariah carey worked two different record label,SUPPORTS,24031,0,2,NOT ENOUGH INFO,False,0.97283053,53,8,6-10,0.9-1.0
Foo Fighters was created by a name reported by aircraft pilots.,foo fighter created name reported aircraft pilot,SUPPORTS,210895,0,2,NOT ENOUGH INFO,False,0.9681208,63,11,11-15,0.9-1.0
Jim Parsons has received four Primetime Emmy Awards.,jim parson received four primetime emmy award,SUPPORTS,9840,0,2,NOT ENOUGH INFO,False,0.51309925,52,8,6-10,0.5-0.6
Kurt Angle won a gold medal in freestyle wrestling at the 1995 World Wrestling Championships.,kurt angle gold medal freestyle wrestling 1995 world wrestling championship,SUPPORTS,92830,0,2,NOT ENOUGH INFO,False,0.85050076,93,15,11-15,0.8-0.9
Helen Gardner received a master's degree in 1918.,helen gardner received master degree 1918,SUPPORTS,161155,0,2,NOT ENOUGH INFO,False,0.9851768,49,8,6-10,0.9-1.0
"Curse, Inc. is used by the movie Terraria.",curse inc used movie terrarium,SUPPORTS,185814,0,2,NOT ENOUGH INFO,False,0.59985226,42,8,6-10,0.5-0.6
Ready Player One received an Alex Award from the Young Adult Library Services Association of the American Library Association.,ready player one received alex award young adult library service association american library association,SUPPORTS,146757,0,2,NOT ENOUGH INFO,False,0.93862563,126,19,16-20,0.9-1.0
Ozzy Osbourne has a Brummie accent.,ozzy osbourne brummie accent,SUPPORTS,21101,0,2,NOT ENOUGH INFO,False,0.6880088,35,6,6-10,0.6-0.7
Rebecca Ferguson received a nomination.,rebecca ferguson received nomination,SUPPORTS,82649,0,2,NOT ENOUGH INFO,False,0.84956974,39,5,0-5,0.8-0.9
Andrew Wood went into rehab in 1989.,andrew wood went rehab 1989,SUPPORTS,30242,0,2,NOT ENOUGH INFO,False,0.9922192,36,7,6-10,0.9-1.0
Top of the Lake has at least two seasons.,top lake least two season,SUPPORTS,56353,0,2,NOT ENOUGH INFO,False,0.9916363,41,9,6-10,0.9-1.0
Cambodia has multiple minority groups.,cambodia multiple minority group,SUPPORTS,223075,0,2,NOT ENOUGH INFO,False,0.991126,38,5,0-5,0.9-1.0
"Today, elephants are exploited for entertainment in circuses.",today elephant exploited entertainment circus,SUPPORTS,66359,0,2,NOT ENOUGH INFO,False,0.96936125,61,8,6-10,0.9-1.0
Peyton Manning is the son of an NFL quarterback.,peyton manning son nfl quarterback,SUPPORTS,27703,0,2,NOT ENOUGH INFO,False,0.84693354,48,9,6-10,0.8-0.9
The Red Army invasion of Georgia is also known as the Soviet Invasion of Georgia.,red army invasion georgia also known soviet invasion georgia,SUPPORTS,5456,0,2,NOT ENOUGH INFO,False,0.9896007,81,15,11-15,0.9-1.0
An album of Drake (musician) became platinum.,album drake musician became platinum,SUPPORTS,49719,0,2,NOT ENOUGH INFO,False,0.57241225,45,7,6-10,0.5-0.6
Chris Brown collaborated with Bow Wow.,chris brown collaborated bow wow,SUPPORTS,3815,0,2,NOT ENOUGH INFO,False,0.5153948,38,6,6-10,0.5-0.6
"In 1937, The Republic of Ireland adopted its constitution.",1937 republic ireland adopted constitution,SUPPORTS,20682,0,2,NOT ENOUGH INFO,False,0.959919,58,9,6-10,0.9-1.0
Mike Pence was mayor of Indiana.,mike penny mayor indiana,SUPPORTS,93236,0,2,NOT ENOUGH INFO,False,0.76372313,32,6,6-10,0.7-0.8
Cracks is an independent film,crack independent film,SUPPORTS,199576,0,2,NOT ENOUGH INFO,False,0.5650096,29,5,0-5,0.5-0.6
Since surgery Tiger Woods has struggled to regain his dominant form.,since surgery tiger wood struggled regain dominant form,SUPPORTS,124276,0,2,NOT ENOUGH INFO,False,0.5227849,68,11,11-15,0.5-0.6
RMS Titanic contained a radiotelegraph transmitter.,rms titanic contained radiotelegraph transmitter,SUPPORTS,39109,0,2,NOT ENOUGH INFO,False,0.97498316,51,6,6-10,0.9-1.0
The Minnesota Vikings have lost all their Super Bowl games.,minnesota viking lost super bowl game,SUPPORTS,24181,0,2,NOT ENOUGH INFO,False,0.63059986,59,10,6-10,0.6-0.7
Faith Evans's fifth album is called Thriller.,faith evans fifth album called thriller,REFUTES,57477,1,0,SUPPORTS,False,0.5857112,45,7,6-10,0.5-0.6
Hayley Atwell was cut from The Duchess before filming.,hayley atwell cut duchess filming,REFUTES,160342,1,0,SUPPORTS,False,0.95901406,54,9,6-10,0.9-1.0
Sons of Anarchy takes place in Texas.,son anarchy take place texas,REFUTES,37144,1,0,SUPPORTS,False,0.9764164,37,7,6-10,0.9-1.0
Helena Bonham Carter only played Darth Maul in The King's Speech.,helena bonham carter played darth maul king speech,REFUTES,6735,1,0,SUPPORTS,False,0.6901245,65,11,11-15,0.6-0.7
Aix-Marseille-Provence Metropolis is located in France.,aixmarseilleprovence metropolis located france,REFUTES,135209,1,0,SUPPORTS,False,0.99265,55,6,6-10,0.9-1.0
Noam Chomsky studied calculus.,noam chomsky studied calculus,REFUTES,89660,1,0,SUPPORTS,False,0.73930764,30,4,0-5,0.7-0.8
Outlander is not based on a series of novels.,outlander based series novel,REFUTES,100396,1,0,SUPPORTS,False,0.81822705,45,9,6-10,0.8-0.9
Room premiered at the Boston Garden.,room premiered boston garden,REFUTES,82095,1,0,SUPPORTS,False,0.8746936,36,6,6-10,0.8-0.9
David Arquette has not had several television roles.,david arquette several television role,REFUTES,151988,1,0,SUPPORTS,False,0.77096814,52,8,6-10,0.7-0.8
My Sweet Lord is by The Temptations.,sweet lord temptation,REFUTES,10936,1,0,SUPPORTS,False,0.9743739,36,7,6-10,0.9-1.0
Edward Norton is a film director.,edward norton film director,REFUTES,32363,1,0,SUPPORTS,False,0.9896639,33,6,6-10,0.9-1.0
Billy Bob Thornton directed Fire Walk with Me.,billy bob thornton directed fire walk,REFUTES,14256,1,0,SUPPORTS,False,0.5071426,46,8,6-10,0.5-0.6
Avatar: The Last Airbender is an animated World Series.,avatar last airbender animated world series,REFUTES,194612,1,0,SUPPORTS,False,0.9813005,55,9,6-10,0.9-1.0
Nocturnal Animals could not compete in the 73rd Venice International Film Festival.,nocturnal animal could compete 73rd venice international film festival,REFUTES,110206,1,0,SUPPORTS,False,0.96599525,83,12,11-15,0.9-1.0
Radiohead formed in 1987.,radiohead formed 1987,REFUTES,93148,1,0,SUPPORTS,False,0.6694627,25,4,0-5,0.6-0.7
Bill Gates was born in the 70's.,bill gate born 70,REFUTES,162177,1,0,SUPPORTS,False,0.934976,32,7,6-10,0.9-1.0
The principal photography of Vantage Point (film) began on the month of January.,principal photography vantage point film began month january,REFUTES,229380,1,0,SUPPORTS,False,0.60126984,80,13,11-15,0.6-0.7
Seattle is in a farm.,seattle farm,REFUTES,113059,1,0,SUPPORTS,False,0.9061393,21,5,0-5,0.9-1.0
Anne Hathaway was nominated for the Academy Award for Best Actress in 2009.,anne hathaway nominated academy award best actress 2009,REFUTES,50584,1,0,SUPPORTS,False,0.97298133,75,13,11-15,0.9-1.0
Twitter has only one office globally.,twitter one office globally,REFUTES,90347,1,0,SUPPORTS,False,0.95990217,37,6,6-10,0.9-1.0
Russell Crowe played the Greek General Maximus Decimus Meridius.,russell crowe played greek general maximus decimus meridius,REFUTES,149124,1,0,SUPPORTS,False,0.53194934,64,9,6-10,0.5-0.6
"Rod Serling was known as the ""angry young man"" of the Capitol.",rod serling known angry young man capitol,REFUTES,137383,1,0,SUPPORTS,False,0.7354857,62,12,11-15,0.7-0.8
Batman v Superman: Dawn of Justice has 1 American cast member.,batman v superman dawn justice 1 american cast member,REFUTES,106610,1,0,SUPPORTS,False,0.8780094,62,11,11-15,0.8-0.9
"Mariah Carey is only referred to as ""that singer lady"" by the Guinness World Records.",mariah carey referred singer lady guinness world record,REFUTES,162787,1,0,SUPPORTS,False,0.5291117,85,15,11-15,0.5-0.6
Stanley Kubrick was not a screenwriter.,stanley kubrick screenwriter,REFUTES,81172,1,0,SUPPORTS,False,0.68759185,39,6,6-10,0.6-0.7
John Kiffmeyer is known informally as Al Sobrante.,john kiffmeyer known informally al sobrante,REFUTES,13042,1,0,SUPPORTS,False,0.84984875,50,8,6-10,0.8-0.9
Hulk's coloration has not varied.,hulk coloration varied,REFUTES,36403,1,0,SUPPORTS,False,0.9447922,33,5,0-5,0.9-1.0
There are risk factors to curing dementia.,risk factor curing dementia,REFUTES,17460,1,0,SUPPORTS,False,0.9754294,42,7,6-10,0.9-1.0
Czech Republic's passport is ranked 10th in the world.,czech republic passport ranked 10th world,REFUTES,110069,1,0,SUPPORTS,False,0.9729565,54,9,6-10,0.9-1.0
Kafka stars an english actor.,kafka star english actor,REFUTES,228166,1,0,SUPPORTS,False,0.8825203,29,5,0-5,0.8-0.9
Velaiilla Pattadhari 2 is Indian royalty.,velaiilla pattadhari 2 indian royalty,REFUTES,88975,1,0,SUPPORTS,False,0.88117766,41,6,6-10,0.8-0.9
Abraham Lincoln spoke out against his neighbor.,abraham lincoln spoke neighbor,REFUTES,127909,1,0,SUPPORTS,False,0.90357286,47,7,6-10,0.9-1.0
Overwatch is individual-based.,overwatch individualbased,REFUTES,123234,1,0,SUPPORTS,False,0.89684844,30,3,0-5,0.8-0.9
David Jones (video game developer) is English.,david jones video game developer english,REFUTES,74243,1,0,SUPPORTS,False,0.82283294,46,7,6-10,0.8-0.9
True Blood revolves around Bridget Jones.,true blood revolves around bridget jones,REFUTES,133849,1,0,SUPPORTS,False,0.949988,41,6,6-10,0.9-1.0
Ricky Martin helped bring Latin pop into the U.S. music scene in the 1970's.,ricky martin helped bring latin pop u music scene 1970s,REFUTES,68153,1,0,SUPPORTS,False,0.9157468,76,14,11-15,0.9-1.0
Kurt Russell's first movie in the United States was released in 2015.,kurt russell first movie united state released 2015,REFUTES,40952,1,0,SUPPORTS,False,0.8195635,69,12,11-15,0.8-0.9
The Dayton Agreement is only known by that name.,dayton agreement known name,REFUTES,217065,1,0,SUPPORTS,False,0.956345,48,9,6-10,0.9-1.0
Western Norway was unified under a single monarch.,western norway unified single monarch,REFUTES,125802,1,0,SUPPORTS,False,0.516602,50,8,6-10,0.5-0.6
Wishful Drinking is a novel.,wishful drinking novel,REFUTES,163782,1,0,SUPPORTS,False,0.95119935,28,5,0-5,0.9-1.0
The 2017 American action-adventure horror film The Mummy is unrelated to the earlier film of that name.,2017 american actionadventure horror film mummy unrelated earlier film name,REFUTES,195996,1,0,SUPPORTS,False,0.5497847,103,17,16-20,0.5-0.6
Anna Kendrick played the antagonist in Pitch Perfect.,anna kendrick played antagonist pitch perfect,REFUTES,28485,1,0,SUPPORTS,False,0.86140615,53,8,6-10,0.8-0.9
The Promise premiered at a nightclub.,promise premiered nightclub,REFUTES,101776,1,0,SUPPORTS,False,0.7182928,37,6,6-10,0.7-0.8
Ellyse Perry was born in 1987.,ellyse perry born 1987,REFUTES,45094,1,0,SUPPORTS,False,0.84476894,30,6,6-10,0.8-0.9
"Charles, Prince of Wales does not have interests that encompass a range of humanitarian and social issues.",charles prince wale interest encompass range humanitarian social issue,REFUTES,31944,1,0,SUPPORTS,False,0.8367971,106,17,16-20,0.8-0.9
Bob Dylan has not been inducted into the Rock and Roll Hall of Fame.,bob dylan inducted rock roll hall fame,REFUTES,96168,1,0,SUPPORTS,False,0.9775378,68,14,11-15,0.9-1.0
Big Bang released Remember and Number 1 in different years.,big bang released remember number 1 different year,REFUTES,111837,1,0,SUPPORTS,False,0.70895076,59,10,6-10,0.7-0.8
Tyrese Gibson is not well known for his role in the Transformers film series.,tyrese gibson well known role transformer film series,REFUTES,3039,1,0,SUPPORTS,False,0.901537,77,14,11-15,0.9-1.0
Star Wars: The Force Awakens is a western.,star war force awakens western,REFUTES,129958,1,0,SUPPORTS,False,0.59074366,42,8,6-10,0.5-0.6
"At 30 million people, Moscow is the world's most populated inland city.",30 million people moscow world populated inland city,REFUTES,53384,1,0,SUPPORTS,False,0.8827729,71,12,11-15,0.8-0.9
RuPaul is not an actor.,rupaul actor,REFUTES,101989,1,0,SUPPORTS,False,0.67839533,23,5,0-5,0.6-0.7
Richard Eyre is only a film director.,richard eyre film director,REFUTES,93392,1,0,SUPPORTS,False,0.9879219,37,7,6-10,0.9-1.0
The Land Before Time was produced by Martin Scorsese and Edgar Wright.,land time produced martin scorsese edgar wright,REFUTES,98920,1,0,SUPPORTS,False,0.9668332,70,12,11-15,0.9-1.0
