original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Lisbon has status as a capital.,lisbon status capital,SUPPORTS,163444,0,0,SUPPORTS,True,0.99349856,31,6,6-10,0.9-1.0
Jennifer Aniston acts.,jennifer aniston act,SUPPORTS,108614,0,0,SUPPORTS,True,0.9959293,22,3,0-5,0.9-1.0
Hugo Weaving is an actor.,hugo weaving actor,SUPPORTS,152978,0,0,SUPPORTS,True,0.9957508,25,5,0-5,0.9-1.0
Bruce Willis is a person.,bruce willis person,SUPPORTS,137037,0,0,SUPPORTS,True,0.9959182,25,5,0-5,0.9-1.0
San Francisco is in America.,san francisco america,SUPPORTS,87164,0,0,SUPPORTS,True,0.99589396,28,5,0-5,0.9-1.0
The gray wolf is a species of Canis.,gray wolf specie canis,SUPPORTS,32843,0,0,SUPPORTS,True,0.99492043,36,8,6-10,0.9-1.0
Adam Sandler's birth year was 1966.,adam sandlers birth year 1966,SUPPORTS,20678,0,0,SUPPORTS,True,0.9957812,35,6,6-10,0.9-1.0
Usher is a music artist.,usher music artist,SUPPORTS,125551,0,0,SUPPORTS,True,0.9963192,24,5,0-5,0.9-1.0
David Carradine is a performer.,david carradine performer,SUPPORTS,126404,0,0,SUPPORTS,True,0.99625117,31,5,0-5,0.9-1.0
Cape Fear stars Robert De Niro and it is a film.,cape fear star robert de niro film,SUPPORTS,179905,0,0,SUPPORTS,True,0.99484056,48,11,11-15,0.9-1.0
Mike Love co-founded the Beach Boys in the 1970's.,mike love cofounded beach boy 1970s,NOT ENOUGH INFO,187989,2,0,SUPPORTS,False,0.97770166,50,9,6-10,0.9-1.0
Bradley Cooper was in a film.,bradley cooper film,SUPPORTS,4552,0,0,SUPPORTS,True,0.9947497,29,6,6-10,0.9-1.0
Usher (musician) is incapable of being a singer.,usher musician incapable singer,REFUTES,90883,1,1,REFUTES,True,0.99928856,48,8,6-10,0.9-1.0
Richard Burbage existed as an actor.,richard burbage existed actor,SUPPORTS,159611,0,0,SUPPORTS,True,0.9964173,36,6,6-10,0.9-1.0
Green Day is incapable of being a music band.,green day incapable music band,REFUTES,24339,1,1,REFUTES,True,0.999298,45,9,6-10,0.9-1.0
Get Real was Anne Hathaway's second TV series.,get real anne hathaway second tv series,REFUTES,45459,1,1,REFUTES,True,0.99005276,46,8,6-10,0.9-1.0
Memento only stars actresses.,memento star actress,REFUTES,54271,1,1,REFUTES,True,0.99860626,29,4,0-5,0.9-1.0
Good Will Hunting featured a performance by Minnie Driver.,good hunting featured performance minnie driver,SUPPORTS,15446,0,0,SUPPORTS,True,0.99451953,58,9,6-10,0.9-1.0
Morena Baccarin is known for portraying a character.,morena baccarin known portraying character,SUPPORTS,55374,0,0,SUPPORTS,True,0.99591017,52,8,6-10,0.9-1.0
Semitic languages are spoken in Kenya.,semitic language spoken kenya,NOT ENOUGH INFO,95744,2,2,NOT ENOUGH INFO,True,0.9977069,38,6,6-10,0.9-1.0
Star vs. the Forces of Evil is a series.,star v force evil series,SUPPORTS,141101,0,0,SUPPORTS,True,0.9928174,40,9,6-10,0.9-1.0
"Mariah Carey is only referred to as ""that singer lady"" by the Guinness World Records.",mariah carey referred singer lady guinness world record,REFUTES,162787,1,0,SUPPORTS,False,0.5291117,85,15,11-15,0.5-0.6
"Jim Garrison used to be the poet laureate of Orleans Parish, Louisiana.",jim garrison used poet laureate orleans parish louisiana,NOT ENOUGH INFO,171177,2,0,SUPPORTS,False,0.6335795,71,12,11-15,0.6-0.7
Otto Delaney is a role played by Kurt Sutter.,otto delaney role played kurt sutter,SUPPORTS,40498,0,0,SUPPORTS,True,0.9913282,45,9,6-10,0.9-1.0
Pablo Fenjves failed to ghostwrite for a photographer.,pablo fenjves failed ghostwrite photographer,REFUTES,123672,1,1,REFUTES,True,0.96928596,54,8,6-10,0.9-1.0
Charles Marie de La Condamine was born in 1774.,charles marie de la condamine born 1774,REFUTES,96455,1,1,REFUTES,True,0.9968167,47,9,6-10,0.9-1.0
Luke Evans played Gaston in Beauty and the Beast.,luke evans played gaston beauty beast,SUPPORTS,4889,0,0,SUPPORTS,True,0.9919154,49,9,6-10,0.9-1.0
Quebec is not in Canada.,quebec canada,REFUTES,93256,1,1,REFUTES,True,0.99897075,24,5,0-5,0.9-1.0
Linda Schuyler has only worked on Degrassi.,linda schuyler worked degrassi,REFUTES,199725,1,2,NOT ENOUGH INFO,False,0.9346988,43,7,6-10,0.9-1.0
Mike Tyson boxed.,mike tyson boxed,SUPPORTS,13320,0,0,SUPPORTS,True,0.9949131,17,3,0-5,0.9-1.0
Glenn Close appeared in both plays and musicals on Broadway.,glenn close appeared play musical broadway,SUPPORTS,216700,0,0,SUPPORTS,True,0.9936441,60,10,6-10,0.9-1.0
The 2011 FIFA U-20 World Cup had matches in different cities.,2011 fifa u20 world cup match different city,SUPPORTS,89172,0,0,SUPPORTS,True,0.97203964,61,11,11-15,0.9-1.0
Shawn Mendes is a musician who records music.,shawn mendes musician record music,SUPPORTS,54595,0,0,SUPPORTS,True,0.99467754,45,8,6-10,0.9-1.0
Logic does not have a mixtape called Bobby Tarantino.,logic mixtape called bobby tarantino,REFUTES,86239,1,1,REFUTES,True,0.9984426,53,9,6-10,0.9-1.0
Diana Ross recorded a duet with Stevie Wonder.,diana ross recorded duet stevie wonder,NOT ENOUGH INFO,65534,2,0,SUPPORTS,False,0.9938034,46,8,6-10,0.9-1.0
Jodie Foster is exclusively a theatre actor.,jodie foster exclusively theatre actor,REFUTES,25307,1,1,REFUTES,True,0.9990231,44,7,6-10,0.9-1.0
Gold has a standard.,gold standard,NOT ENOUGH INFO,141594,2,0,SUPPORTS,False,0.92615885,20,4,0-5,0.9-1.0
Jim Carrey died 5 years before 2013.,jim carrey died 5 year 2013,REFUTES,120390,1,1,REFUTES,True,0.99660134,36,7,6-10,0.9-1.0
Page Hamilton is Chinese.,page hamilton chinese,REFUTES,48513,1,1,REFUTES,True,0.99558675,25,4,0-5,0.9-1.0
Thor: The Dark World is a movie.,thor dark world movie,SUPPORTS,119271,0,0,SUPPORTS,True,0.9954484,32,7,6-10,0.9-1.0
Shakira is a performer.,shakira performer,SUPPORTS,101928,0,0,SUPPORTS,True,0.9960328,23,4,0-5,0.9-1.0
Eugenio Canfari played football.,eugenio canfari played football,SUPPORTS,24352,0,0,SUPPORTS,True,0.9923993,32,4,0-5,0.9-1.0
Chris Hemsworth starred in a movie.,chris hemsworth starred movie,SUPPORTS,218695,0,0,SUPPORTS,True,0.9938346,35,6,6-10,0.9-1.0
David Tennant was not in the film Harry Potter and the Goblet of Fire.,david tennant film harry potter goblet fire,REFUTES,144645,1,1,REFUTES,True,0.9972722,70,14,11-15,0.9-1.0
The Minnesota Vikings have lost all their Gator Bowl games.,minnesota viking lost gator bowl game,NOT ENOUGH INFO,122122,2,2,NOT ENOUGH INFO,True,0.9974132,59,10,6-10,0.9-1.0
Cricket is an individual sport.,cricket individual sport,REFUTES,130901,1,1,REFUTES,True,0.99881315,31,5,0-5,0.9-1.0
Jodie Foster directed a musical film.,jodie foster directed musical film,NOT ENOUGH INFO,135586,2,2,NOT ENOUGH INFO,True,0.9815745,37,6,6-10,0.9-1.0
Charlie Rubin refused a writing job on In Living Color.,charlie rubin refused writing job living color,REFUTES,142683,1,1,REFUTES,True,0.9961211,55,10,6-10,0.9-1.0
Luke Evans played Gaston in Beauty and the Beast.,luke evans played gaston beauty beast,SUPPORTS,4889,0,0,SUPPORTS,True,0.9919154,49,9,6-10,0.9-1.0
Christiano Ronaldo doesn't play football.,christiano ronaldo doesnt play football,REFUTES,12735,1,1,REFUTES,True,0.9991436,41,5,0-5,0.9-1.0
Gone with the Wind is a work.,gone wind work,SUPPORTS,32936,0,0,SUPPORTS,True,0.9954556,29,7,6-10,0.9-1.0
License to Drive stars Corey Haim.,license drive star corey haim,SUPPORTS,198760,0,0,SUPPORTS,True,0.7609482,34,6,6-10,0.7-0.8
Tom Hiddleston starred in a movie directed by a Mexican.,tom hiddleston starred movie directed mexican,SUPPORTS,21880,0,0,SUPPORTS,True,0.9820693,56,10,6-10,0.9-1.0
Believe restored Cher's popularity.,believe restored chers popularity,SUPPORTS,30293,0,1,REFUTES,False,0.5466469,35,4,0-5,0.5-0.6
David Carradine worked in the film industry.,david carradine worked film industry,SUPPORTS,92614,0,0,SUPPORTS,True,0.9922609,44,7,6-10,0.9-1.0
Mark Hamill died in 1951.,mark hamill died 1951,REFUTES,76919,1,1,REFUTES,True,0.9940852,25,5,0-5,0.9-1.0
La La Anthony is a radio personality.,la la anthony radio personality,NOT ENOUGH INFO,181765,2,2,NOT ENOUGH INFO,True,0.9875252,37,7,6-10,0.9-1.0
"Based on passengers carried, British Airways (BA) is the second largest in the UK coming in behind EasyJet.",based passenger carried british airway ba second largest uk coming behind easyjet,SUPPORTS,226825,0,2,NOT ENOUGH INFO,False,0.8189528,107,18,16-20,0.8-0.9
Austria was ruled by martial law.,austria ruled martial law,NOT ENOUGH INFO,24383,2,2,NOT ENOUGH INFO,True,0.9983814,33,6,6-10,0.9-1.0
A Song of Ice and Fire takes place in a fictional world called Westeros.,song ice fire take place fictional world called westeros,REFUTES,118179,1,1,REFUTES,True,0.98892236,72,14,11-15,0.9-1.0
Ringo Starr has been featured in textbooks.,ringo starr featured textbook,REFUTES,117579,1,2,NOT ENOUGH INFO,False,0.7687819,43,7,6-10,0.7-0.8
Donald Glover released an album in 2013.,donald glover released album 2013,SUPPORTS,109023,0,0,SUPPORTS,True,0.84247416,40,7,6-10,0.8-0.9
The Hangover Part III includes alcohol.,hangover part iii includes alcohol,NOT ENOUGH INFO,191903,2,2,NOT ENOUGH INFO,True,0.996516,39,6,6-10,0.9-1.0
Jesus is also called Jesus Christ.,jesus also called jesus christ,SUPPORTS,50878,0,0,SUPPORTS,True,0.9963973,34,6,6-10,0.9-1.0
Renaissance art involved an artist.,renaissance art involved artist,SUPPORTS,218910,0,0,SUPPORTS,True,0.99459016,35,5,0-5,0.9-1.0
Nina Simone was born in Japan.,nina simone born japan,REFUTES,73030,1,1,REFUTES,True,0.9978666,30,6,6-10,0.9-1.0
Wyatt Earp's had a first wife.,wyatt earps first wife,SUPPORTS,27337,0,0,SUPPORTS,True,0.96259516,30,6,6-10,0.9-1.0
Pirates of the Caribbean isn't a film series.,pirate caribbean isnt film series,REFUTES,46071,1,1,REFUTES,True,0.99905854,45,8,6-10,0.9-1.0
The Host stars an actress who's birthday is on April 12.,host star actress who birthday april 12,SUPPORTS,215317,0,0,SUPPORTS,True,0.991553,56,11,11-15,0.9-1.0
Armadillo World Headquarters was an entertainment venue.,armadillo world headquarters entertainment venue,SUPPORTS,181309,0,0,SUPPORTS,True,0.9953399,56,7,6-10,0.9-1.0
The Fujitsu iPAD was introduced in 2002.,fujitsu ipad introduced 2002,SUPPORTS,40135,0,0,SUPPORTS,True,0.98584855,40,7,6-10,0.9-1.0
Kiefer Sutherland is a producer.,kiefer sutherland producer,SUPPORTS,7632,0,0,SUPPORTS,True,0.9899839,32,5,0-5,0.9-1.0
Coca is a plant.,coca plant,SUPPORTS,74735,0,0,SUPPORTS,True,0.9959883,16,4,0-5,0.9-1.0
The Prestige was incapable of starring Rebecca Hall.,prestige incapable starring rebecca hall,REFUTES,200605,1,1,REFUTES,True,0.9989882,52,8,6-10,0.9-1.0
Judy Garland was the main actress in a musical.,judy garland main actress musical,NOT ENOUGH INFO,49420,2,2,NOT ENOUGH INFO,True,0.9979963,47,9,6-10,0.9-1.0
Al Gore is a former alcoholic.,al gore former alcoholic,NOT ENOUGH INFO,141919,2,2,NOT ENOUGH INFO,True,0.9976242,30,6,6-10,0.9-1.0
Josh Homme is a singer.,josh homme singer,SUPPORTS,15209,0,0,SUPPORTS,True,0.9926609,23,5,0-5,0.9-1.0
Stevie Nicks was only a member of Ween.,stevie nick member ween,REFUTES,91356,1,1,REFUTES,True,0.99886763,39,8,6-10,0.9-1.0
Chris Mckenna is a person.,chris mckenna person,SUPPORTS,37038,0,0,SUPPORTS,True,0.9963883,26,5,0-5,0.9-1.0
Slovakia is a warship.,slovakia warship,REFUTES,7623,1,1,REFUTES,True,0.99897313,22,4,0-5,0.9-1.0
Atlantic City is only a painting.,atlantic city painting,REFUTES,171129,1,1,REFUTES,True,0.9990802,33,6,6-10,0.9-1.0
Sweden shares no border with Finland.,sweden share border finland,REFUTES,164329,1,1,REFUTES,True,0.99801326,37,6,6-10,0.9-1.0
Alia Bhatt is a singer.,alia bhatt singer,SUPPORTS,51599,0,0,SUPPORTS,True,0.9902587,23,5,0-5,0.9-1.0
GoldenEye stars Pierce Brosnan.,goldeneye star pierce brosnan,SUPPORTS,215474,0,0,SUPPORTS,True,0.9730627,31,4,0-5,0.9-1.0
Furia is written by a film producer.,furia written film producer,SUPPORTS,184188,0,0,SUPPORTS,True,0.7963475,36,7,6-10,0.7-0.8
Tidewater region is a geographic area in the US.,tidewater region geographic area u,SUPPORTS,163912,0,0,SUPPORTS,True,0.99571854,48,9,6-10,0.9-1.0
Steve Mouzakis has yet to be in the cast of any Dru Brown film.,steve mouzakis yet cast dru brown film,REFUTES,192141,1,1,REFUTES,True,0.99180543,63,14,11-15,0.9-1.0
Emily Dickinson's prose did not follow conventional rules of the time.,emily dickinson prose follow conventional rule time,SUPPORTS,35102,0,0,SUPPORTS,True,0.8050242,70,11,11-15,0.8-0.9
Jet Li made his last work in 1982.,jet li made last work 1982,REFUTES,161828,1,1,REFUTES,True,0.99496377,34,8,6-10,0.9-1.0
"Joseph Stalin was born on Monday December 18, 1878.",joseph stalin born monday december 18 1878,NOT ENOUGH INFO,128376,2,2,NOT ENOUGH INFO,True,0.9979626,51,9,6-10,0.9-1.0
Jane Eyre is based on a video game of the current generation.,jane eyre based video game current generation,NOT ENOUGH INFO,211653,2,1,REFUTES,False,0.6930038,61,12,11-15,0.6-0.7
Lee Harvey Oswald was unsuccessful in assassinating the President of the United States.,lee harvey oswald unsuccessful assassinating president united state,REFUTES,62204,1,1,REFUTES,True,0.9987011,87,13,11-15,0.9-1.0
Larry Buttrose wrote Cafe Royale.,larry buttrose wrote cafe royale,SUPPORTS,81435,0,2,NOT ENOUGH INFO,False,0.8558447,33,5,0-5,0.8-0.9
Arrow has a critically acclaimed soundtrack.,arrow critically acclaimed soundtrack,NOT ENOUGH INFO,155112,2,2,NOT ENOUGH INFO,True,0.9959521,44,6,6-10,0.9-1.0
Stanley Kubrick was not a screenwriter.,stanley kubrick screenwriter,REFUTES,81172,1,0,SUPPORTS,False,0.68759185,39,6,6-10,0.6-0.7
Patrick Dempsey has been in the cast of movies.,patrick dempsey cast movie,SUPPORTS,104304,0,0,SUPPORTS,True,0.9953389,47,9,6-10,0.9-1.0
Hong Kong has a high income.,hong kong high income,SUPPORTS,43852,0,2,NOT ENOUGH INFO,False,0.97992927,28,6,6-10,0.9-1.0
Kangana Ranaut won an award.,kangana ranaut award,SUPPORTS,152899,0,0,SUPPORTS,True,0.9954202,28,5,0-5,0.9-1.0
Fergie is in The Black Eyed Peas.,fergie black eyed pea,SUPPORTS,72110,0,0,SUPPORTS,True,0.98662055,33,7,6-10,0.9-1.0
Burundi was formerly a colony.,burundi formerly colony,SUPPORTS,98210,0,0,SUPPORTS,True,0.98751545,30,5,0-5,0.9-1.0
All Scooby-Doo characters are identified only by a number.,scoobydoo character identified number,NOT ENOUGH INFO,541,2,0,SUPPORTS,False,0.99186665,58,9,6-10,0.9-1.0
James Marsden appeared in a work.,james marsden appeared work,SUPPORTS,52239,0,0,SUPPORTS,True,0.99480176,33,6,6-10,0.9-1.0
Anderson Silva was named in the year 1975.,anderson silva named year 1975,NOT ENOUGH INFO,229426,2,0,SUPPORTS,False,0.93507195,42,8,6-10,0.9-1.0
Giancarlo Stanton played for a team.,giancarlo stanton played team,SUPPORTS,122874,0,0,SUPPORTS,True,0.9914869,36,6,6-10,0.9-1.0
Martina Hingis was born in Czechoslovakia.,martina hingis born czechoslovakia,SUPPORTS,42324,0,0,SUPPORTS,True,0.9920513,42,6,6-10,0.9-1.0
Vince Vaughn appeared in films in the 1990s.,vince vaughn appeared film 1990s,SUPPORTS,183308,0,0,SUPPORTS,True,0.9762681,44,8,6-10,0.9-1.0
Dragon is related to something.,dragon related something,SUPPORTS,145608,0,0,SUPPORTS,True,0.9947125,31,5,0-5,0.9-1.0
Ethan Hawke writes plays.,ethan hawke writes play,NOT ENOUGH INFO,122030,2,2,NOT ENOUGH INFO,True,0.86395794,25,4,0-5,0.8-0.9
Australia's capital is Canberra.,australia capital canberra,SUPPORTS,200100,0,0,SUPPORTS,True,0.9790562,32,4,0-5,0.9-1.0
Cristiano Ronaldo plays for Portugal.,cristiano ronaldo play portugal,SUPPORTS,73006,0,0,SUPPORTS,True,0.99452114,37,5,0-5,0.9-1.0
Abigail Breslin was incapable of starring in Little Miss Sunshine.,abigail breslin incapable starring little miss sunshine,REFUTES,180306,1,1,REFUTES,True,0.9990061,66,10,6-10,0.9-1.0
"Marble Hill, Manhattan is a New York City neighborhood.",marble hill manhattan new york city neighborhood,SUPPORTS,114103,0,0,SUPPORTS,True,0.99437124,55,9,6-10,0.9-1.0
Charlize Theron starred in and produced a movie.,charlize theron starred produced movie,SUPPORTS,134141,0,0,SUPPORTS,True,0.9885013,48,8,6-10,0.9-1.0
Ed Helms is in The hangover Part III.,ed helm hangover part iii,SUPPORTS,191953,0,0,SUPPORTS,True,0.9808673,37,8,6-10,0.9-1.0
Hugh Jackman plays a role.,hugh jackman play role,SUPPORTS,132842,0,0,SUPPORTS,True,0.99600035,26,5,0-5,0.9-1.0
The Twilight Zone was created by an Canadian screenwriter and playwright.,twilight zone created canadian screenwriter playwright,REFUTES,143919,1,1,REFUTES,True,0.9970493,73,11,11-15,0.9-1.0
Shakira is a performer.,shakira performer,SUPPORTS,101928,0,0,SUPPORTS,True,0.9960328,23,4,0-5,0.9-1.0
Summertime (George Gershwin song) was composed in the 1930s.,summertime george gershwin song composed 1930s,SUPPORTS,186676,0,0,SUPPORTS,True,0.6231241,60,9,6-10,0.6-0.7
Adele is a person.,adele person,SUPPORTS,133894,0,0,SUPPORTS,True,0.99600923,18,4,0-5,0.9-1.0
Gustave Eiffel made important contributions to meteorology.,gustave eiffel made important contribution meteorology,SUPPORTS,212811,0,0,SUPPORTS,True,0.9548427,59,7,6-10,0.9-1.0
Vincent Cassel only plays Dutchmen.,vincent cassel play dutchman,REFUTES,121821,1,1,REFUTES,True,0.98246264,35,5,0-5,0.9-1.0
Quentin Tarantino works in the movie industry.,quentin tarantino work movie industry,SUPPORTS,93188,0,0,SUPPORTS,True,0.99550027,46,7,6-10,0.9-1.0
Star Wars: The Force Awakens is a film.,star war force awakens film,SUPPORTS,8153,0,0,SUPPORTS,True,0.9956993,39,8,6-10,0.9-1.0
Batman v Superman is the latest in a series of many live action films which feature both Batman and Superman.,batman v superman latest series many live action film feature batman superman,NOT ENOUGH INFO,186917,2,2,NOT ENOUGH INFO,True,0.9950171,109,20,16-20,0.9-1.0
Andorra is a kingdom.,andorra kingdom,SUPPORTS,136474,0,0,SUPPORTS,True,0.98931223,21,4,0-5,0.9-1.0
The Hangover Part III includes alcohol.,hangover part iii includes alcohol,NOT ENOUGH INFO,191945,2,2,NOT ENOUGH INFO,True,0.996516,39,6,6-10,0.9-1.0
Robin Thicke has worked with someone with the first name Kimberly.,robin thicke worked someone first name kimberly,SUPPORTS,202171,0,0,SUPPORTS,True,0.9910946,66,11,11-15,0.9-1.0
O. J. Simpson was on trial.,j simpson trial,SUPPORTS,78135,0,0,SUPPORTS,True,0.992894,27,6,6-10,0.9-1.0
The United Kingdom is inhabited.,united kingdom inhabited,SUPPORTS,21456,0,0,SUPPORTS,True,0.9951155,32,5,0-5,0.9-1.0
There was a musician in the Grand Ole Pry.,musician grand ole pry,SUPPORTS,163636,0,0,SUPPORTS,True,0.9960835,42,9,6-10,0.9-1.0
Guinevere is found in medieval Welsh prose.,guinevere found medieval welsh prose,SUPPORTS,160418,0,2,NOT ENOUGH INFO,False,0.8955158,43,7,6-10,0.8-0.9
The X Factor is a TV show.,x factor tv show,SUPPORTS,7273,0,0,SUPPORTS,True,0.9942311,26,7,6-10,0.9-1.0
Imagine Dragons are a musical artist in the alternative genre.,imagine dragon musical artist alternative genre,SUPPORTS,78873,0,0,SUPPORTS,True,0.6318369,62,10,6-10,0.6-0.7
"Led Zeppelin II was released in the United Kingdom on Monday October 31, 1969.",led zeppelin ii released united kingdom monday october 31 1969,SUPPORTS,105761,0,2,NOT ENOUGH INFO,False,0.99752384,78,14,11-15,0.9-1.0
John Kiffmeyer is known informally as Al Sobrante.,john kiffmeyer known informally al sobrante,REFUTES,13042,1,0,SUPPORTS,False,0.84984875,50,8,6-10,0.8-0.9
Split (2016 American film) stars an American actress.,split 2016 american film star american actress,SUPPORTS,141646,0,0,SUPPORTS,True,0.987535,53,8,6-10,0.9-1.0
Thirteen is based on the life of nobody.,thirteen based life nobody,REFUTES,218871,1,1,REFUTES,True,0.97926325,40,8,6-10,0.9-1.0
Walt Disney's company is an entertainment company.,walt disney company entertainment company,SUPPORTS,46283,0,0,SUPPORTS,True,0.9961837,50,7,6-10,0.9-1.0
Ron Cobb is only a designer.,ron cobb designer,REFUTES,161397,1,1,REFUTES,True,0.99858356,28,6,6-10,0.9-1.0
Venus Williams is one of the best female tennis players.,venus williams one best female tennis player,SUPPORTS,11891,0,1,REFUTES,False,0.8860927,56,10,6-10,0.8-0.9
Howard Hughes only acquired one airline.,howard hughes acquired one airline,REFUTES,216861,1,1,REFUTES,True,0.9985683,40,6,6-10,0.9-1.0
Amy Poehler is an American race car driver.,amy poehler american race car driver,NOT ENOUGH INFO,170043,2,2,NOT ENOUGH INFO,True,0.9942585,43,8,6-10,0.9-1.0
Judi Dench played a role.,judi dench played role,SUPPORTS,91057,0,0,SUPPORTS,True,0.9956519,25,5,0-5,0.9-1.0
"Elvis Presley had a heart attack in the bathroom of Graceland on August 16, 1977.",elvis presley heart attack bathroom graceland august 16 1977,SUPPORTS,80187,0,0,SUPPORTS,True,0.9705879,81,15,11-15,0.9-1.0
Cate Blanchett was nominated for an Academy Award.,cate blanchett nominated academy award,SUPPORTS,2290,0,0,SUPPORTS,True,0.9955882,50,8,6-10,0.9-1.0
Black Sails was renewed for a fourth season on HBO.,black sail renewed fourth season hbo,NOT ENOUGH INFO,219719,2,2,NOT ENOUGH INFO,True,0.833575,51,10,6-10,0.8-0.9
Year Zero was the album that followed With Teeth in 2005,year zero album followed teeth 2005,SUPPORTS,139865,0,0,SUPPORTS,True,0.75544834,56,11,11-15,0.7-0.8
Veronika Decides to Die is written by James Cameron.,veronika decides die written james cameron,REFUTES,71892,1,1,REFUTES,True,0.99842227,52,9,6-10,0.9-1.0
"Ariana Grande began her first world tour, promoting her single Side to Side, in 2015.",ariana grande began first world tour promoting single side side 2015,NOT ENOUGH INFO,71601,2,2,NOT ENOUGH INFO,True,0.99800926,85,15,11-15,0.9-1.0
Istanbul is a large town.,istanbul large town,SUPPORTS,23811,0,0,SUPPORTS,True,0.7372235,25,5,0-5,0.7-0.8
Megan Fox began her acting career with several minor film roles and was successful.,megan fox began acting career several minor film role successful,NOT ENOUGH INFO,103826,2,2,NOT ENOUGH INFO,True,0.99580824,83,14,11-15,0.9-1.0
Samuel Witwer plays music.,samuel witwer play music,SUPPORTS,71452,0,0,SUPPORTS,True,0.9953827,26,4,0-5,0.9-1.0
Gwen Stefani won three pickles.,gwen stefani three pickle,NOT ENOUGH INFO,116652,2,2,NOT ENOUGH INFO,True,0.9950081,31,5,0-5,0.9-1.0
Tokyo ranked fourth in the Billboard Hot 100.,tokyo ranked fourth billboard hot 100,NOT ENOUGH INFO,190950,2,1,REFUTES,False,0.93873835,45,8,6-10,0.9-1.0
Memento received a nomination for a Pulitzer Prize.,memento received nomination pulitzer prize,NOT ENOUGH INFO,225027,2,2,NOT ENOUGH INFO,True,0.9372407,51,8,6-10,0.9-1.0
Dustin Hoffman works in carpentry.,dustin hoffman work carpentry,NOT ENOUGH INFO,95190,2,2,NOT ENOUGH INFO,True,0.99238694,34,5,0-5,0.9-1.0
Gianluigi Buffon won an annual competition.,gianluigi buffon annual competition,SUPPORTS,84756,0,0,SUPPORTS,True,0.76354444,43,6,6-10,0.7-0.8
R. Madhavan was in the cast of a movie.,r madhavan cast movie,SUPPORTS,29211,0,0,SUPPORTS,True,0.9951879,39,9,6-10,0.9-1.0
Haifa is home to the Eiffel Tower.,haifa home eiffel tower,NOT ENOUGH INFO,83317,2,2,NOT ENOUGH INFO,True,0.99534696,34,7,6-10,0.9-1.0
Sachin Tendulkar speaks about the second most populous nation.,sachin tendulkar speaks second populous nation,NOT ENOUGH INFO,145510,2,2,NOT ENOUGH INFO,True,0.9749102,62,9,6-10,0.9-1.0
Before Night Falls is directed by a monkey.,night fall directed monkey,REFUTES,74780,1,1,REFUTES,True,0.6015275,43,8,6-10,0.6-0.7
David LeRoy Anderson has been the winner of two Academy Awards for Best Makeup.,david leroy anderson winner two academy award best makeup,SUPPORTS,118547,0,0,SUPPORTS,True,0.9910903,79,14,11-15,0.9-1.0
Sachin Tendulkar received a civilian award.,sachin tendulkar received civilian award,SUPPORTS,22461,0,0,SUPPORTS,True,0.99496657,43,6,6-10,0.9-1.0
Angelina Jolie works for an actress.,angelina jolie work actress,NOT ENOUGH INFO,67881,2,0,SUPPORTS,False,0.9899278,36,6,6-10,0.9-1.0
Inferno (2016 film) is in the same series as The Da Vinci Code.,inferno 2016 film series da vinci code,SUPPORTS,20041,0,1,REFUTES,False,0.9969656,63,13,11-15,0.9-1.0
Sofia Coppola directs.,sofia coppola directs,SUPPORTS,146159,0,0,SUPPORTS,True,0.9945649,22,3,0-5,0.9-1.0
Ted Bundy was charged with assault.,ted bundy charged assault,SUPPORTS,45484,0,0,SUPPORTS,True,0.9935726,35,6,6-10,0.9-1.0
Paul Pierce plays basketball.,paul pierce play basketball,SUPPORTS,106664,0,0,SUPPORTS,True,0.99551255,29,4,0-5,0.9-1.0
Caitlyn Jenner changed her first name.,caitlyn jenner changed first name,SUPPORTS,39420,0,0,SUPPORTS,True,0.9242258,38,6,6-10,0.9-1.0
Marilyn Manson was formed in Alabama.,marilyn manson formed alabama,REFUTES,198412,1,1,REFUTES,True,0.75955504,37,6,6-10,0.7-0.8
Hulk's coloration has not varied.,hulk coloration varied,REFUTES,36403,1,0,SUPPORTS,False,0.9447922,33,5,0-5,0.9-1.0
Muhammad Ali was ranked third greatest athlete of the 20th century by an ESPN biography program.,muhammad ali ranked third greatest athlete 20th century espn biography program,SUPPORTS,23792,0,0,SUPPORTS,True,0.996036,96,16,16-20,0.9-1.0
Macaulay Culkin acted in a film released in 1990.,macaulay culkin acted film released 1990,SUPPORTS,7860,0,0,SUPPORTS,True,0.99556607,49,9,6-10,0.9-1.0
Gunday is a thriller action film.,gunday thriller action film,SUPPORTS,159506,0,0,SUPPORTS,True,0.99362576,33,6,6-10,0.9-1.0
There are risk factors to curing dementia.,risk factor curing dementia,REFUTES,17460,1,0,SUPPORTS,False,0.9754294,42,7,6-10,0.9-1.0
Taylor Swift released at least one album.,taylor swift released least one album,SUPPORTS,107052,0,0,SUPPORTS,True,0.99549496,41,7,6-10,0.9-1.0
Rob Lowe has an acting career.,rob lowe acting career,SUPPORTS,88689,0,0,SUPPORTS,True,0.9918583,30,6,6-10,0.9-1.0
"Allen Ginsberg wrote the poem ""Howl.""",allen ginsberg wrote poem howl,SUPPORTS,113685,0,0,SUPPORTS,True,0.97739834,37,6,6-10,0.9-1.0
Gwen Stefani is a celebrity.,gwen stefani celebrity,SUPPORTS,98342,0,0,SUPPORTS,True,0.9959455,28,5,0-5,0.9-1.0
